Regina Yang,1,1,100.000000000000
Lindsay Gross,1,1,100.000000000000
Susan Harmon,3,3,100.000000000000
Katie Castaneda,1,1,100.000000000000
Katrina Chambers,1,1,100.000000000000
Alyssa Patterson,2,2,100.000000000000
Lori Church,1,1,100.000000000000
Brittney Grant,1,1,100.000000000000
Brad Herman,1,1,100.000000000000
Anne Rush,1,1,100.000000000000
Molly Reyes,1,1,100.000000000000
Blake Walters,1,1,100.000000000000
Lisa Deleon,1,1,100.000000000000
Alison Howell,1,1,100.000000000000
Jaime Banks,1,1,100.000000000000
Kelsey Whitaker,1,1,100.000000000000
Craig Roach,1,1,100.000000000000
Alan Obrien,1,1,100.000000000000
Katrina Sanchez,1,1,100.000000000000
Claudia Hernandez,1,1,100.000000000000
Courtney Harrell,2,2,100.000000000000
Dr. Brandon Alvarado,1,1,100.000000000000
Hailey Kelley,1,1,100.000000000000
Tina Boyle,1,1,100.000000000000
Larry Gordon,1,1,100.000000000000
Sylvia Cook,2,2,100.000000000000
Mary Chang,1,1,100.000000000000
Jerome Hancock,1,1,100.000000000000
Tamara Woodward,1,1,100.000000000000
Monique Dixon,1,1,100.000000000000
Micheal Blankenship,1,1,100.000000000000
Dr. Hannah Stevens,1,1,100.000000000000
Bruce Riddle,1,1,100.000000000000
Jenna Patel,2,2,100.000000000000
Sandra Mccann,1,1,100.000000000000
Pam Wiggins,1,1,100.000000000000
Eileen Adkins,1,1,100.000000000000
Jill Nicholson,2,2,100.000000000000
Darrell Moore,1,1,100.000000000000
Stacey Alvarez,1,1,100.000000000000
Eric Suarez,1,1,100.000000000000
Darryl Lindsey,1,1,100.000000000000
Carla Carroll,2,2,100.000000000000
Zoe Hubbard,1,1,100.000000000000
Lisa Johnston MD,1,1,100.000000000000
Brianna Tucker,1,1,100.000000000000
Gloria Reyes,1,1,100.000000000000
Rachel Moyer,2,2,100.000000000000
Lonnie Castro,1,1,100.000000000000
Danny Duncan,1,1,100.000000000000
Noah Silva,1,1,100.000000000000
Brianna Garrett,1,1,100.000000000000
Mrs. Jacqueline Ruiz MD,1,1,100.000000000000
Damon Davila,1,1,100.000000000000
Joel Pollard,1,1,100.000000000000
Margaret Finley,1,1,100.000000000000
Elaine Herman,1,1,100.000000000000
Lance Andersen,1,1,100.000000000000
Jo Perez,1,1,100.000000000000
Philip Zuniga,1,1,100.000000000000
Darius Hill,1,1,100.000000000000
Devin Holloway,1,1,100.000000000000
Omar Gomez,1,1,100.000000000000
Rachael Pham,1,1,100.000000000000
Tanya Fry,1,1,100.000000000000
Deborah Briggs,1,1,100.000000000000
Johnny Ritter,1,1,100.000000000000
Briana Martinez,2,2,100.000000000000
Carolyn Mcclain,1,1,100.000000000000
Jeffrey Allen MD,1,1,100.000000000000
Ms. Megan Pena,1,1,100.000000000000
Jeff Lang,1,1,100.000000000000
Veronica French,1,1,100.000000000000
Mr. Reginald King,1,1,100.000000000000
Sandra Duffy,1,1,100.000000000000
Kathleen Andrews,1,1,100.000000000000
Joyce Henson,1,1,100.000000000000
Charles Velasquez,2,2,100.000000000000
Jared Juarez,1,1,100.000000000000
Jeffrey Walton,4,4,100.000000000000
Aaron Travis,1,1,100.000000000000
Stacy Hopkins,1,1,100.000000000000
Marvin Wilkerson Jr.,1,1,100.000000000000
Miss Jennifer Wells,1,1,100.000000000000
Hector Hubbard,1,1,100.000000000000
Mr. Jeremy Holmes,1,1,100.000000000000
Nina Walker,1,1,100.000000000000
Nathan Velazquez,3,3,100.000000000000
Dean Richardson,1,1,100.000000000000
Theresa Li,2,2,100.000000000000
Warren Walsh,1,1,100.000000000000
Antonio Reeves,1,1,100.000000000000
Kelly Bridges,4,4,100.000000000000
Deanna Yang,1,1,100.000000000000
Natalie Stone,1,1,100.000000000000
Jonathon Deleon,1,1,100.000000000000
Mr. Stephen Moon,1,1,100.000000000000
Diana Wang,1,1,100.000000000000
Mrs. Amy Caldwell,1,1,100.000000000000
Marisa Parker,1,1,100.000000000000
Lorraine Gay,1,1,100.000000000000
Sandra Lam,1,1,100.000000000000
Robin Higgins,1,1,100.000000000000
Jesse Ayers,1,1,100.000000000000
Mr. Devin Reyes,1,1,100.000000000000
Katie Davidson,2,2,100.000000000000
Adam Cochran,1,1,100.000000000000
Suzanne Peters,3,3,100.000000000000
Chelsey Kidd,1,1,100.000000000000
Norma Thomas,1,1,100.000000000000
Brooke Garza,1,1,100.000000000000
Mathew Wallace,2,2,100.000000000000
Lori Salas,1,1,100.000000000000
Mr. Austin Johnson,2,2,100.000000000000
Lucas Potter Jr.,1,1,100.000000000000
Brad Dunn,1,1,100.000000000000
Mr. John Burns,1,1,100.000000000000
Robyn Hernandez,1,1,100.000000000000
Kaitlin James,2,2,100.000000000000
Gary Summers MD,1,1,100.000000000000
Barbara Benitez,1,1,100.000000000000
Mr. Alexander Ford,1,1,100.000000000000
Makayla Stuart,1,1,100.000000000000
Trevor Herrera,2,2,100.000000000000
Albert Rodgers,1,1,100.000000000000
Joel Armstrong,1,1,100.000000000000
Richard Moss DDS,1,1,100.000000000000
Earl Gross,1,1,100.000000000000
Mr. Larry Evans,1,1,100.000000000000
Leslie Burgess,1,1,100.000000000000
Debbie Garner,1,1,100.000000000000
Ashley Howe,3,3,100.000000000000
Brandy Montgomery,2,2,100.000000000000
Miguel Wagner,1,1,100.000000000000
Lynn Francis,2,2,100.000000000000
Ian Liu,2,2,100.000000000000
Albert Ramsey,1,1,100.000000000000
Shawn Le,2,2,100.000000000000
Claudia Gay,1,1,100.000000000000
Marissa Davila,1,1,100.000000000000
Billy Boyd,1,1,100.000000000000
Darlene Wiley,1,1,100.000000000000
Dana Hogan,1,1,100.000000000000
Andre Juarez,1,1,100.000000000000
Mr. Tanner Allen,1,1,100.000000000000
Alex Morton,1,1,100.000000000000
Meghan Ortiz,1,1,100.000000000000
Brittney Duarte,1,1,100.000000000000
Scott Levine,2,2,100.000000000000
Terry Hoffman,2,2,100.000000000000
Jodi Obrien MD,1,1,100.000000000000
Jaime Wilkinson,1,1,100.000000000000
Oscar Dougherty,1,1,100.000000000000
Caroline Contreras,2,2,100.000000000000
Dr. Mark Case Jr.,1,1,100.000000000000
Todd James,1,1,100.000000000000
Jamie Payne,2,2,100.000000000000
Alexandria Vazquez,1,1,100.000000000000
Hayley Hensley,1,1,100.000000000000
Sharon Singleton,1,1,100.000000000000
Shelly Collins,3,3,100.000000000000
Xavier Anderson,1,1,100.000000000000
Dr. Margaret Ruiz,1,1,100.000000000000
Keith Adkins,1,1,100.000000000000
Alexandria Herring,1,1,100.000000000000
Chase Palmer,1,1,100.000000000000
Mr. Douglas Smith,1,1,100.000000000000
George Eaton,1,1,100.000000000000
Shane Roy,1,1,100.000000000000
Alyssa Shaffer,1,1,100.000000000000
Dr. Jorge George,1,1,100.000000000000
Dawn Greer,1,1,100.000000000000
Kevin Ware MD,1,1,100.000000000000
Dr. Jennifer Sanders,1,1,100.000000000000
Bobby Price MD,1,1,100.000000000000
Mr. Anthony Patterson,1,1,100.000000000000
Jennifer Mcgee DVM,1,1,100.000000000000
Jordan Herrera,1,1,100.000000000000
Andrew Ware,1,1,100.000000000000
Damon Barber,1,1,100.000000000000
Jessica Green MD,1,1,100.000000000000
Clinton Bates,1,1,100.000000000000
Anthony Mccall DDS,1,1,100.000000000000
Alexis Pace,1,1,100.000000000000
Gabriella Dougherty,1,1,100.000000000000
Jenna Clements,1,1,100.000000000000
Carolyn Wilkinson,1,1,100.000000000000
Brooke Barnett,1,1,100.000000000000
Jane York,1,1,100.000000000000
Kelli Boyd,1,1,100.000000000000
Juan Cross,1,1,100.000000000000
Shari James,1,1,100.000000000000
Max Whitney,1,1,100.000000000000
Katherine Clay DVM,1,1,100.000000000000
Gerald Erickson,1,1,100.000000000000
Albert Jackson,1,1,100.000000000000
Crystal Gilbert,2,2,100.000000000000
Makayla Holland,1,1,100.000000000000
Julie Bond,4,4,100.000000000000
Debbie Suarez,1,1,100.000000000000
Dale Archer,1,1,100.000000000000
Alyssa Boyer,2,2,100.000000000000
Lawrence Ellison,1,1,100.000000000000
Victor Spence,1,1,100.000000000000
Colin Mcpherson III,1,1,100.000000000000
Carolyn Watts,1,1,100.000000000000
Janet Shields,1,1,100.000000000000
Debra Yates,1,1,100.000000000000
Eric Moore DDS,1,1,100.000000000000
Cynthia Williams DVM,1,1,100.000000000000
Victor Maldonado DVM,1,1,100.000000000000
Tamara Brooks DDS,1,1,100.000000000000
Douglas Montoya,1,1,100.000000000000
Katie Strickland,1,1,100.000000000000
Francisco Cabrera,1,1,100.000000000000
Katherine Ayers,1,1,100.000000000000
Veronica Prince,1,1,100.000000000000
Elizabeth Allison,3,3,100.000000000000
Henry Castillo,1,1,100.000000000000
Lauren Bentley,1,1,100.000000000000
Kayla Sloan,1,1,100.000000000000
Jacqueline English,1,1,100.000000000000
Alexis Charles,1,1,100.000000000000
Nicholas Brock,1,1,100.000000000000
Kelsey Michael MD,1,1,100.000000000000
Dr. Gabriel Sanders,1,1,100.000000000000
Mr. David Melendez,1,1,100.000000000000
Kristen Wolf,2,2,100.000000000000
Jon Roth,1,1,100.000000000000
Katrina Sheppard,1,1,100.000000000000
Catherine Dodson,1,1,100.000000000000
Russell Duran,1,1,100.000000000000
Adam Gillespie,2,2,100.000000000000
Colin Fleming,1,1,100.000000000000
Dorothy Blankenship,1,1,100.000000000000
Brady Stewart,1,1,100.000000000000
Eric Brock,2,2,100.000000000000
Sara Blair,1,1,100.000000000000
Craig Maldonado,2,2,100.000000000000
Martin Brandt,1,1,100.000000000000
Kerri Hampton,1,1,100.000000000000
Dr. Danielle Bennett,1,1,100.000000000000
Emma Hall,1,1,100.000000000000
Stephen Farmer,3,3,100.000000000000
Nathan Luna,2,2,100.000000000000
Henry Arias,1,1,100.000000000000
Brandon Stark,1,1,100.000000000000
Dr. Jennifer Sparks,1,1,100.000000000000
Roy Patrick,1,1,100.000000000000
Eric Murray MD,1,1,100.000000000000
Tracey Guerrero,2,2,100.000000000000
Ann Meyers,2,2,100.000000000000
Valerie Ortega,2,2,100.000000000000
Darius Tate,1,1,100.000000000000
Victor Hansen,1,1,100.000000000000
Valerie Herrera,1,1,100.000000000000
Erin Waller,1,1,100.000000000000
Jenna Cardenas,1,1,100.000000000000
Jack Robertson,2,2,100.000000000000
Stuart Williams,2,2,100.000000000000
Austin Donaldson,1,1,100.000000000000
Henry Zimmerman,1,1,100.000000000000
Wendy Poole,2,2,100.000000000000
Dr. Charles Peters,1,1,100.000000000000
Dr. Jo Howe DDS,1,1,100.000000000000
Logan Galloway,1,1,100.000000000000
Beth Willis,2,2,100.000000000000
Alex Leach,1,1,100.000000000000
Melissa Dalton DDS,1,1,100.000000000000
Charlotte Hill,2,2,100.000000000000
Edward Sullivan MD,1,1,100.000000000000
Cindy Holt DVM,1,1,100.000000000000
Victoria Gibbs,2,2,100.000000000000
Jesse Madden,1,1,100.000000000000
Vanessa Page,2,2,100.000000000000
Desiree Sosa,1,1,100.000000000000
Carol Taylor PhD,1,1,100.000000000000
Ricky Peters,1,1,100.000000000000
Stephen Proctor,1,1,100.000000000000
Alicia Fitzpatrick,3,3,100.000000000000
Carla Frazier,1,1,100.000000000000
Ana Vaughn,1,1,100.000000000000
Cynthia Walters,1,1,100.000000000000
Mrs. Jennifer Hurley DDS,1,1,100.000000000000
Brent Ramirez,4,4,100.000000000000
Leah Duncan,4,4,100.000000000000
Raymond Bowen,3,3,100.000000000000
Cameron Aguilar,1,1,100.000000000000
Stanley Cobb,1,1,100.000000000000
Ronald Rasmussen,2,2,100.000000000000
Cesar Pennington,1,1,100.000000000000
Gordon Grant,2,2,100.000000000000
Dean Hancock,2,2,100.000000000000
Reginald Edwards,2,2,100.000000000000
Chelsea Curtis,2,2,100.000000000000
Calvin Stafford,1,1,100.000000000000
Lisa Lowe DVM,1,1,100.000000000000
Tony Patel,1,1,100.000000000000
Susan Craig,3,3,100.000000000000
Dennis Farrell,1,1,100.000000000000
Dorothy Nelson,1,1,100.000000000000
Mrs. Mariah Dunlap,1,1,100.000000000000
Lori Beard,1,1,100.000000000000
Cody Wheeler Jr.,1,1,100.000000000000
Todd Snyder,1,1,100.000000000000
Mark Vargas MD,1,1,100.000000000000
Chad Yoder,1,1,100.000000000000
Robert Patel MD,1,1,100.000000000000
Omar Cox,1,1,100.000000000000
Colleen Li,2,2,100.000000000000
Bryce Goodwin,1,1,100.000000000000
Parker Ortega,1,1,100.000000000000
Alexandra Carr,2,2,100.000000000000
Marcus Davies,1,1,100.000000000000
Rhonda Gay,1,1,100.000000000000
Bethany Mcgrath,1,1,100.000000000000
Tina Wade,1,1,100.000000000000
Philip Fitzpatrick,1,1,100.000000000000
Valerie Cruz MD,1,1,100.000000000000
Mr. Omar Ford Jr.,1,1,100.000000000000
Krystal Green,2,2,100.000000000000
Vincent Lara,1,1,100.000000000000
Leon Pham,1,1,100.000000000000
Mr. Fernando Nolan DDS,1,1,100.000000000000
Roy Vazquez,1,1,100.000000000000
Aimee Larson,1,1,100.000000000000
Caroline Phillips,1,1,100.000000000000
Adam Good,1,1,100.000000000000
Kristin Wolfe,2,2,100.000000000000
Nicholas Zimmerman,3,3,100.000000000000
Connie Robinson MD,1,1,100.000000000000
Yolanda Wall,1,1,100.000000000000
Sherry Hamilton,2,2,100.000000000000
Breanna Mcpherson DDS,1,1,100.000000000000
Darryl Wiley,1,1,100.000000000000
Jeffery Norton,2,2,100.000000000000
Carla Friedman,1,1,100.000000000000
Victoria Marquez,1,1,100.000000000000
Brittany Compton,1,1,100.000000000000
Cassandra Delacruz,1,1,100.000000000000
Keith Humphrey,1,1,100.000000000000
Crystal White DDS,1,1,100.000000000000
Nichole Salazar,1,1,100.000000000000
Nancy Gross,1,1,100.000000000000
Bailey Rivas,1,1,100.000000000000
Christian Stevenson,2,2,100.000000000000
Valerie Hughes,3,3,100.000000000000
Leah Sanford,1,1,100.000000000000
Alexandria Jenkins,1,1,100.000000000000
Stephen Hoffman DDS,1,1,100.000000000000
Chris Tapia,1,1,100.000000000000
Jenna Pitts,1,1,100.000000000000
Gerald French,2,2,100.000000000000
Kathleen Miller MD,1,1,100.000000000000
Leon Parrish,1,1,100.000000000000
Dean Cameron,1,1,100.000000000000
Destiny Foster,1,1,100.000000000000
Mr. Edward Young,1,1,100.000000000000
Ariel Shepard,1,1,100.000000000000
Rachel Duncan,1,1,100.000000000000
Kyle Wells DDS,1,1,100.000000000000
Melanie Parker DVM,1,1,100.000000000000
Shaun Hughes,1,1,100.000000000000
Warren Clark,1,1,100.000000000000
Melissa Case,3,3,100.000000000000
Stephen Colon,1,1,100.000000000000
Norman Guerra,1,1,100.000000000000
Stephen Mckee,1,1,100.000000000000
Briana Acevedo,1,1,100.000000000000
Emma Hunt,2,2,100.000000000000
Shelby Tyler,1,1,100.000000000000
Dr. Karen Miller,1,1,100.000000000000
Eric Mcgee,1,1,100.000000000000
Mrs. Jamie Martinez,1,1,100.000000000000
Mr. Kevin Woods,1,1,100.000000000000
Albert Choi,1,1,100.000000000000
Shelby Gill DDS,1,1,100.000000000000
Mary Barker DVM,1,1,100.000000000000
Alex Suarez,2,2,100.000000000000
Jackie Simpson,2,2,100.000000000000
Chase Carroll,2,2,100.000000000000
Martha Oliver,1,1,100.000000000000
Vernon Luna,1,1,100.000000000000
Troy May,2,2,100.000000000000
Candice Collins,2,2,100.000000000000
Kristen Bray,1,1,100.000000000000
Dr. Brittney Lucas,1,1,100.000000000000
Curtis Salazar,1,1,100.000000000000
Cynthia Rollins,1,1,100.000000000000
Sonya Harrison,1,1,100.000000000000
Leah Estes,1,1,100.000000000000
Suzanne Rich,1,1,100.000000000000
Madison Mack,1,1,100.000000000000
Grace Wilcox,1,1,100.000000000000
Maurice Goodman,1,1,100.000000000000
Mrs. Angela Ward DVM,1,1,100.000000000000
Mindy Summers,1,1,100.000000000000
Megan Bolton,2,2,100.000000000000
Rita Lloyd,1,1,100.000000000000
Janet Morris,1,1,100.000000000000
Alejandra Rodriguez,1,1,100.000000000000
Alejandra Ochoa,1,1,100.000000000000
Sara Odom,1,1,100.000000000000
Javier Gonzalez,1,1,100.000000000000
Jeanette Castaneda,1,1,100.000000000000
Frank Clarke,1,1,100.000000000000
Rachael Mitchell,1,1,100.000000000000
Lindsey Fry,2,2,100.000000000000
Kevin Stanton Jr.,1,1,100.000000000000
Erik Olson,2,2,100.000000000000
Garrett Oliver,1,1,100.000000000000
Mr. Jeremiah Chaney,1,1,100.000000000000
Nathan Padilla,1,1,100.000000000000
Ann Woodard,1,1,100.000000000000
Lance Vazquez,1,1,100.000000000000
Felicia Parrish,2,2,100.000000000000
Frances Brown,2,2,100.000000000000
Bethany Barrera,1,1,100.000000000000
Tony Nixon,1,1,100.000000000000
Candice Martinez,2,2,100.000000000000
Nicole Murillo,1,1,100.000000000000
Dustin Oliver,1,1,100.000000000000
Sonya Mathews,1,1,100.000000000000
Daryl Bell,1,1,100.000000000000
Gerald Page,1,1,100.000000000000
Cindy Sherman,2,2,100.000000000000
Bianca King,1,1,100.000000000000
Tanya Bird,1,1,100.000000000000
Alex French,1,1,100.000000000000
Alicia Fuentes,2,2,100.000000000000
Savannah Stevenson,1,1,100.000000000000
Patrick Arellano,1,1,100.000000000000
Dr. Brooke Howard,1,1,100.000000000000
Adam Hayes,1,1,100.000000000000
Timothy Villarreal,1,1,100.000000000000
Stacey Koch,1,1,100.000000000000
Cristian Norman,1,1,100.000000000000
Mario Adams,4,4,100.000000000000
Kaylee Cain,1,1,100.000000000000
Miranda Livingston,1,1,100.000000000000
Carla Ashley,1,1,100.000000000000
Dorothy Brown DVM,1,1,100.000000000000
Steven Schmitt,2,2,100.000000000000
Miguel Ayers,1,1,100.000000000000
Stacy Levine,1,1,100.000000000000
Yvonne Mejia,1,1,100.000000000000
Krystal Foster,1,1,100.000000000000
Henry Benjamin,1,1,100.000000000000
Dan Lopez,1,1,100.000000000000
Carol Bailey,4,4,100.000000000000
Henry Robertson,1,1,100.000000000000
Scott Campos,3,3,100.000000000000
Samuel Boyd,2,2,100.000000000000
Dr. Karen Wallace,1,1,100.000000000000
Haley Proctor DDS,1,1,100.000000000000
Mr. Phillip Petersen DDS,1,1,100.000000000000
Erika Stark,1,1,100.000000000000
Danny Roth,1,1,100.000000000000
Antonio Barron,1,1,100.000000000000
Anna Cervantes,1,1,100.000000000000
Gabriel Miles,1,1,100.000000000000
Kirk Pratt,1,1,100.000000000000
Ann Castaneda,1,1,100.000000000000
Sheila Ferguson,1,1,100.000000000000
Herbert Wise,1,1,100.000000000000
Parker Munoz,1,1,100.000000000000
Connie Bryant,1,1,100.000000000000
Ralph Griffin,1,1,100.000000000000
Eric Osborn,3,3,100.000000000000
Lori Lyons,1,1,100.000000000000
Valerie Rocha,1,1,100.000000000000
Christopher Solis DDS,1,1,100.000000000000
Charles Franklin II,1,1,100.000000000000
Joy Reed,1,1,100.000000000000
Martha Rice,1,1,100.000000000000
Tammy Collier,2,2,100.000000000000
Lindsey Walls,1,1,100.000000000000
Gabriel Clarke,1,1,100.000000000000
Richard Osborne DDS,1,1,100.000000000000
Riley Brown,1,1,100.000000000000
Wanda Jordan,1,1,100.000000000000
Brad Barnett,1,1,100.000000000000
Chris Briggs,1,1,100.000000000000
Mike Foley,1,1,100.000000000000
Louis Singleton,2,2,100.000000000000
Cheryl Zavala,1,1,100.000000000000
Linda Bowman,1,1,100.000000000000
Maria Frye,1,1,100.000000000000
Gabriela Berger,1,1,100.000000000000
Sara Chan,2,2,100.000000000000
Francisco Kirk,1,1,100.000000000000
Jaime George,1,1,100.000000000000
Angie Jordan,1,1,100.000000000000
Larry Taylor Jr.,1,1,100.000000000000
Kristy Woods,1,1,100.000000000000
Tanya Gregory,1,1,100.000000000000
Tanya Moss,1,1,100.000000000000
Alejandro Edwards,1,1,100.000000000000
Jacob Donaldson,1,1,100.000000000000
Brandi Wilcox,1,1,100.000000000000
Patricia Barber,2,2,100.000000000000
Carrie Gordon,1,1,100.000000000000
Alexandra Bentley,1,1,100.000000000000
Evelyn Richardson,1,1,100.000000000000
Daniel Harding,2,2,100.000000000000
Cheryl Sutton,1,1,100.000000000000
Thomas Cobb,3,3,100.000000000000
Ronald Moyer,2,2,100.000000000000
Helen Wade,1,1,100.000000000000
Krista Morgan,1,1,100.000000000000
Mr. Kyle Fields,1,1,100.000000000000
Alan Suarez,1,1,100.000000000000
Douglas Haas,2,2,100.000000000000
Anne Haynes,1,1,100.000000000000
Mary Foster MD,1,1,100.000000000000
Abigail Guerra,1,1,100.000000000000
Mr. Christopher Brewer,1,1,100.000000000000
Debbie Buck,1,1,100.000000000000
Jaime Baxter,1,1,100.000000000000
Tracey Mercado,1,1,100.000000000000
Philip Perkins,1,1,100.000000000000
Natasha Weeks,1,1,100.000000000000
Steven Perry MD,1,1,100.000000000000
Austin Booker,2,2,100.000000000000
Dominique Torres,1,1,100.000000000000
Janet Daniels,2,2,100.000000000000
Paula Hodges,1,1,100.000000000000
Morgan Romero,1,1,100.000000000000
Kendra Dyer,1,1,100.000000000000
Alex Mccullough,1,1,100.000000000000
Angela Miller DVM,1,1,100.000000000000
Michelle Mendez DDS,1,1,100.000000000000
Rebekah Newton,1,1,100.000000000000
Danny Ray,1,1,100.000000000000
Carrie Wall,1,1,100.000000000000
Mr. John Melendez DDS,1,1,100.000000000000
Charlene Kerr,1,1,100.000000000000
Jake Webb,1,1,100.000000000000
Steve Acevedo,1,1,100.000000000000
Kristen Lin,1,1,100.000000000000
Yvette Kramer,1,1,100.000000000000
Nicholas Booker,1,1,100.000000000000
Misty Bray,1,1,100.000000000000
Mr. Joseph Hill,1,1,100.000000000000
Martin Phelps,1,1,100.000000000000
Carol Brandt,1,1,100.000000000000
Jonathan Cruz DDS,1,1,100.000000000000
Linda Johns,1,1,100.000000000000
Adrian Murray,1,1,100.000000000000
Monique Rice,1,1,100.000000000000
Faith Bell,1,1,100.000000000000
Sandra Roach DVM,1,1,100.000000000000
Madison Sandoval DVM,1,1,100.000000000000
Melinda Vasquez,1,1,100.000000000000
Evan Castillo,2,2,100.000000000000
Margaret Page,1,1,100.000000000000
Kevin Moses,2,2,100.000000000000
Larry Bryan,1,1,100.000000000000
Corey Dorsey,1,1,100.000000000000
Lawrence Mooney,1,1,100.000000000000
Austin Morrison MD,1,1,100.000000000000
Richard Kaiser,1,1,100.000000000000
Ross Watts,1,1,100.000000000000
Ernest Meyer,1,1,100.000000000000
Russell Shah,1,1,100.000000000000
Carl Steele,1,1,100.000000000000
Ana Ochoa,1,1,100.000000000000
Mr. Ricky Griffith DDS,1,1,100.000000000000
Mackenzie Meyers,1,1,100.000000000000
Laura Macdonald DVM,1,1,100.000000000000
Patrick Booth,2,2,100.000000000000
Cassie Alexander,1,1,100.000000000000
Caitlyn Turner,1,1,100.000000000000
Courtney York,3,3,100.000000000000
Edward Pennington,1,1,100.000000000000
Joshua Reed DDS,1,1,100.000000000000
Janice Obrien,1,1,100.000000000000
